species,date,year,time.of.obs,start.time,start.time.2,total.obs.mins,obs.hours,day.total,count.p.hour,wind.dir.speed,wind.direction,visibility,visibility.score,principle.observer,,,,,,,,,
AMPI,10/6/17,2017,"""",NA,,300,5,1,0.2,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BAEA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BBPL,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BLGU,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BLKI,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BLSC,10/6/17,2017,"""",NA,,300,5,1,0.2,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BOGU,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Bird sp.,10/6/17,2017,"""",NA,,300,5,60,12,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
CANG,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
CATE,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
COEI,10/6/17,2017,"""",NA,,300,5,87,17.4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
COLO,10/6/17,2017,"""",NA,,300,5,20,4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
CORA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
COTE,10/6/17,2017,"""",NA,,300,5,3,0.6,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Cormorant sp.,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
DCCO,10/6/17,2017,"""",NA,,300,5,35,7,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Falcon sp.,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
GBHE,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
GRCA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
GRCO,10/6/17,2017,"""",NA,,300,5,2,0.4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
GWTE,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
HADU,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
HAWO,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Jaeger sp.,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
LAGU,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
LTDU,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Large alcid sp.,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Loon sp.,10/6/17,2017,"""",NA,,300,5,2,0.4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
MERL,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
NOGA,10/6/17,2017,"""",NA,,300,5,20,4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
NOHA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
OSPR,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
PAWA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
PEFA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
PUSA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RAZO,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RBGU,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RBME,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RNGR,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RTHU,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RTLO,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SAND,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SESA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SNBU,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SSHA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SUSC,10/6/17,2017,"""",NA,,300,5,41,8.2,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Scoter sp.,10/6/17,2017,"""",NA,,300,5,42,8.4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Tern sp.,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
WHIM,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
WRSA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
WWSC,10/6/17,2017,"""",NA,,300,5,5,1,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
YRWA,10/6/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
ABDU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
AMGO,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
AMPI,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BAEA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BBPL,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BLGU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BLKI,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BLSC,10/7/17,2017,"""",NA,,300,5,15,3,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
BOGU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Bird sp.,10/7/17,2017,"""",NA,,300,5,197,39.4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
CANG,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
CATE,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
COEI,10/7/17,2017,"""",NA,,300,5,234,46.8,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
COLO,10/7/17,2017,"""",NA,,300,5,30,6,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
CORA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
COTE,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Cormorant sp.,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
DCCO,10/7/17,2017,"""",NA,,300,5,237,47.4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Falcon sp.,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
GBHE,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
GRCA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
GRCO,10/7/17,2017,"""",NA,,300,5,2,0.4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
GWTE,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
HADU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
HAWO,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Jaeger sp.,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
LAGU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
LTDU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Large alcid sp.,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Loon sp.,10/7/17,2017,"""",NA,,300,5,2,0.4,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
MERL,10/7/17,2017,"""",NA,,300,5,1,0.2,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
NOGA,10/7/17,2017,"""",NA,,300,5,11,2.2,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
NOHA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
OSPR,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
PAWA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
PEFA,10/7/17,2017,"""",NA,,300,5,1,0.2,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
PUSA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RAZO,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RBGU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RBME,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RNGR,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RTHU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
RTLO,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SAND,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SESA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SNBU,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SSHA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
SUSC,10/7/17,2017,"""",NA,,300,5,55,11,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Scoter sp.,10/7/17,2017,"""",NA,,300,5,101,20.2,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
Tern sp.,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
WHIM,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
WRSA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
WWSC,10/7/17,2017,"""",NA,,300,5,6,1.2,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
YRWA,10/7/17,2017,"""",NA,,300,5,0,0,Calm 1-3,NA,NA,NA,AS,,,,,,,,,
ABDU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
AMGO,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
AMPI,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
BAEA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
BBPL,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
BLGU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
BLKI,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
BLSC,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,196,39.2,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
BOGU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,1,0.2,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
Bird sp.,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,182,36.4,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
CANG,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
CATE,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
COEI,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,28,5.6,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
COLO,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,2,0.4,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
CORA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
COTE,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
Cormorant sp.,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
DCCO,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,22,4.4,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
Falcon sp.,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
GBHE,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
GRCA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
GRCO,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,2,0.4,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
GWTE,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
HADU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
HAWO,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
Jaeger sp.,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
LAGU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
LTDU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
Large alcid sp.,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
Loon sp.,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,1,0.2,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
MERL,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,1,0.2,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
NOGA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,4,0.8,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
NOHA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
OSPR,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
PAWA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
PEFA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
PUSA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
RAZO,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
RBGU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
RBME,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
RNGR,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
RTHU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
RTLO,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
SAND,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
SESA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
SNBU,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
SSHA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
SUSC,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,19,3.8,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
Scoter sp.,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,5,1,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
Tern sp.,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
WHIM,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
WRSA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
WWSC,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,2,0.4,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
YRWA,10/8/17,2017,630-930;4-6,6:30,16:00,300,5,0,0,Windy 12-15,NA,NA,NA,AS,,,,,,,,,
ABDU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
AMGO,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
AMPI,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
BAEA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
BBPL,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
BLGU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
BLKI,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
BLSC,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
BOGU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
Bird sp.,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,1,0.333333333,? 1-3,NA,NA,NA,AS,,,,,,,,,
CANG,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
CATE,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
COEI,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,49,16.33333333,? 1-3,NA,NA,NA,AS,,,,,,,,,
COLO,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
CORA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
COTE,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
Cormorant sp.,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
DCCO,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,11,3.666666667,? 1-3,NA,NA,NA,AS,,,,,,,,,
Falcon sp.,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
GBHE,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
GRCA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
GRCO,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
GWTE,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
HADU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
HAWO,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
Jaeger sp.,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
LAGU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
LTDU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
Large alcid sp.,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
Loon sp.,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
MERL,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
NOGA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,4,1.333333333,? 1-3,NA,NA,NA,AS,,,,,,,,,
NOHA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
OSPR,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
PAWA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
PEFA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
PUSA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
RAZO,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
RBGU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
RBME,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
RNGR,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
RTHU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
RTLO,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
SAND,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
SESA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
SNBU,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
SSHA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
SUSC,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,2,0.666666667,? 1-3,NA,NA,NA,AS,,,,,,,,,
Scoter sp.,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
Tern sp.,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
WHIM,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
WRSA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
WWSC,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
YRWA,10/9/17,2017,630-830;4-5,6:30,16:00,180,3,0,0,? 1-3,NA,NA,NA,AS,,,,,,,,,
ABDU,10/10/17,2017,630-940;5-6,6:30,17:00,250,4.166666667,0,0,WNW 0-5,WNW,NA,NA,SB,,,,,,,,,
AMGO,10/10/17,2017,630-940;5-6,6:30,17:00,250,4.166666667,0,0,WNW 0-5,WNW,NA,NA,SB,,,,,,,,,
AMPI,10/10/17,2017,630-940;5-6,6:30,17:00,250,4.166666667,0,0,WNW 0-5,WNW,NA,NA,SB,,,,,,,,,
BAEA,10/10/17,2017,630-940;5-6,6:30,17:00,250,4.166666667,1,0.24,WNW 0-5,WNW,NA,NA,SB,,,,,,,,,
BBPL,10/10/17,2017,630-940;5-6,6:30,17:00,250,4.166666667,0,0,WNW 0-5,WNW,NA,NA,SB,,,,,,,,,
BLGU,10/10/17,2017,630-940;5-6,6:30,17:00,250,4.166666667,0,0,WNW 0-5,WNW,NA,NA,SB,,,,,,,,,
